,problem,problem_ancient,problem_modern
577,今有马行转迟次日减半疾七日行七百里　问日行几何,今有马，行转迟，次日减半，疾七日，行七百里。问：日行几何？,这句话的现代汉语翻译是：今天有一匹马，它的速度在第一天行驶了一半后减慢了，七天后行驶了七百里。问这匹马每天的行驶速度是多少。
578,今有驽马日初发家良马日以七分之一发家日乃五分之二行四十五里及驽马　问良驽马一日不止各行几何,今有驽马，日初发家。良马，日以七分之一发家。日乃五分之二，行四十五里及驽马，问良、驽马，一日不止，各行几何？,今有一匹驽马和一匹良马，日出发，良马日行七分之一，驽马日行五分之二，行程均为四十五里。问良马和驽马各行几里？
579,今有迟行者五十步疾行者七十歩迟行者以先发疾行者以后发行八十七里一百五十步乃及之　问迟行者先发行几何里,今有迟行者，五十步；疾行者，七十步。迟行者以先发，疾行者以后发。行八十七里一百五十步，乃及之。问：迟行者先发行几何里？,"这句话的现代汉语翻译是：现在有一个走得慢的人和一个走得快的人，走得慢的人先出发，走得快的人后出发，他们相距87里150步。问走得慢的人先出发了多少里？

答案是：走得慢的人先出发了63里。"
580,今有甲日行七十里乙日行九十里甲日以五分之一乃发乙日以三分之二乃发　问乙行几何里及甲,今有甲日行七十里，乙日行九十里。甲日以五分之一乃发，乙日以三分之二乃发。问乙行几何里及甲？,这句话的意思是：现在有甲和乙两个人，甲一天走70里，乙一天走90里。甲走了五分之一的路程后出发，乙走了三分之二的路程后出发。问乙走了多少里程，以及甲走了多少里程。
581,今有筑城上广一丈下广三丈高四丈今已筑高一丈五尺　问已筑上广几何,今有筑城，上广一丈，下广三丈，高四丈。今已筑高一丈五尺，问已筑上广几何？,"这句话的现代汉语翻译是：“现在有一座城墙，上面宽一丈，下面宽三丈，高四丈。现在已经筑了一丈五尺高。问已经筑了多少宽度？” 

答案是：已筑上广为三尺。"
582,今有筑墙上广二尺下广六尺高二丈今已筑上广三尺六寸　问已筑高几何,今有筑墙，上广二尺，下广六尺，高二丈。今已筑上广三尺六寸，问已筑高几何？,"这句话的现代汉语翻译是：“现在有一堵墙，上面宽2尺，下面宽6尺，高2丈。现在已经筑了上面宽3尺6寸的部分。问已经筑了多高？” 

答案是：已经筑了1丈4尺高。"
583,今有方锥下方二丈高三丈欲斩末为方亭令上方六尺　问斩高几何,今有方锥，下方二丈，高三丈，欲斩末为方亭。令上方六尺，问：斩高几何？,"这句话的现代汉语翻译是：现在有一个方锥，底面有二丈，高度有三丈，想要把它的顶端削平，做成一个方亭，让它的顶端高出地面六尺。问需要削平多高？ 

答案是：需要削平一丈六尺。"
584,今有方亭下方三丈上方一丈高二丈五尺欲接筑为方锥　问接筑高几何,今有方亭，下方三丈，上方一丈，高二丈五尺。欲接筑为方锥，问接筑高几何？,"这句话的现代汉语翻译是：现在有一个方亭，它下面离地面三丈，上面离地面一丈，想要接着建造成一个方锥体。问接着建造的高度是多少？

答案是：高四丈五尺。"
585,今有堢壔方四丈高二丈欲以砖四面单垒之砖一枚广五寸长一尺一寸厚二寸　问用砖几何,今有堢壔，方四丈，高二丈。欲以砖四面单垒之，砖一枚，广五寸，长一尺一寸，厚二寸。问用砖几何？,这句话的现代汉语翻译是：现在有一个高四丈、宽二丈的方形墙，想要用砖头在四面单独垒起来。每块砖的宽度是五寸，长度是一尺一寸，厚度是两寸。问需要用多少块砖？
586,今有筑圆堢壔周九丈六尺高一丈三尺　问用壤土几何,今有筑圆堢壔，周九丈六尺，高一丈三尺。问用壤土几何？,这句话的现代汉语翻译是：现在有一座高九丈六尺，周长为一丈三尺的圆形墙，问需要多少土壤？
587,今有率戸出绢三匹依贫富欲以九等出之令戸各差除二丈，今有上上三十九戸上中二十四戸上下五十七戸中上三十一戸中中七十八戸中下四十三戸下上二十五戸下中七十六戸下下一十三戸　问九等戸各应出绢几何,今有率户出绢三匹，依贫富欲以九等出之。令户各差除二丈。今有：上上三十九户，上中二十四户，上下五十七户，中上三十一户，中中七十八户，中下四十三户，下上二十五户，下中七十六户，下下一十三户。问九等户各应出绢几何？,"这段古文的意思是：现在有一些家庭出售丝绸，根据他们的贫富情况，按照九个等级来分别出售。让每个家庭出售的数量相差两丈。现在有上上等的39户，上中等的24户，上下等的57户，中上等的31户，中中等的78户，中下等的43户，下上等的25户，下中等的76户，下下等的13户。问每个等级的家庭应该出售多少丝绸？

根据题意，我们可以列出以下方程组：

x1 - x9 = 38
x2 - x9 = 23
x3 - x9 = 56
x4 - x9 = 30
x5 - x9 = 77
x6 - x9 = 42
x7 - x9 = 24
x8 - x9 = 75
x1 + x2 + x3 + x4 + x5 + x6 + x7 + x8 + x9 = 300

其中，xi表示第i个等级的家庭应该出售的丝绸数量。最后一个方程是所有家庭出售的丝绸数量之和等于300匹。

解这个方程组，可以得到：

x1 = 5
x2 = 10
x3 = 15
x4 = 20
x5 = 25
x6 = 30
x7 = 35
x8 = 40
x9 = 45

因此，每个等级的家庭应该出售的丝绸数量分别为：5、10、15、20、25、30、35、40、45匹。"
588,今有粟米三千斛六百人食之其一百人日食糳米八斛二百人日食粺米十四斛三百人日食粝米十八斛问粟得几何日食之,今有粟米三千斛，六百人食之。其一百人日食糳米八斛，二百人日食粺米十四斛，三百人日食粝米十八斛。问粟得几何日食之？,"这句话的现代汉语翻译是：现在有三千斛粟米供六百人食用，其中一百人每天食用八斛糯米，二百人每天食用十四斛粳米，三百人每天食用十八斛粝米。问这些人每天需要多少斛粟米？

答案是：每天需要粟米（斛）= 100 × 8 + 200 × 14 + 300 × 18 = 9800。"
589,今有三女各刺文一方长女七日刺讫中女八日半刺讫小女九日太半刺讫今令三女共刺一方　问几何日刺讫,今有三女，各刺文一方。长女七日刺讫，中女八日半刺讫，小女九日太半刺讫。今令三女共刺一方，问几何日刺讫？,"这句话的现代汉语翻译是：现在有三个女孩，每个人都在一块布上刺绣。大女孩用了七天刺绣完毕，中女孩用了八天半刺绣完毕，小女孩用了九天半刺绣完毕。现在让三个女孩一起在一块布上刺绣，请问需要多少天才能完成？

答案是：最少需要18天才能完成。"
590,今有车运麦输太仓去三十七里十六分里之十一重车日行四十五里七日五返　问空车日行几何,今有车运麦，输太仓，去三十七里十六分里之十一。重车日行四十五里，七日五返。问空车日行几何？,"这句话的现代汉语翻译是：现在有一辆车运送麦子从某地到太仓，距离三十七里十六分里，共有十一辆车，每辆车每天行驶四十五里，七天来回。问空车每天能行驶多少里程？

答案是：每辆车每天行驶45里，所以空车每天也能行驶45里。"
591,今有人持钱之洛贾利五之初返归一万六千第二返归一万七千第三返归一万八千第四返归一万九千第五返归二万凡五返归本利俱尽　问本钱几何,今有人持钱之洛，贾利五之，初返归一万六千；第二返归一万七千；第三返归一万八千；第四返归一万九千；第五返归二万。凡五返归，本利俱尽。问本钱几何？,这句话的现代汉语翻译是：现在有一个人拿着钱去洛杉矶，第一次回来时有16000元，第二次回来时有17000元，第三次回来时有18000元，第四次回来时有19000元，第五次回来时有20000元。总共回来了五次，本金和利息都已经用完了。问本金是多少？
592,今有清酒一斗直粟十斗醑酒一斗直粟三斗今持粟三斛得酒五斗　问清醑酒各几何,今有清酒一斗，直粟十斗；醑酒一斗，直粟三斗。今持粟三斛得酒五斗，问清醑酒各几何？,"这句话的现代汉语翻译是：现在有一斗清酒，需要用十斗直粟来酿造；还有一斗醑酒，需要用三斗直粟来酿造。如果现在有三斛直粟，可以酿造出五斗酒。请问清酒和醑酒各需要多少直粟？ 

答案是：清酒需要十斗直粟，醑酒需要三斗直粟。"
593,今有田积一十二万七千四百四十九步　问为方几何,今有田积一十二万七千四百四十九步，问为方几何？,"这句话的现代汉语翻译是：现在有一块土地，面积为12万7千4百49步，问它是什么形状？

这句话是在问这块土地的形状，需要用到数学中的几何知识来求解。"
594,今有田方一百二十一步欲以为圆　问周几何,今有田方一百二十一步，欲以为圆，问周几何？,这句话的现代汉语翻译是：“现在有一块田地，它的周长是121步，问这块田地的面积是多少？”这是一道几何题，需要用到圆的周长和面积的公式来求解。
595,今有圆田周三百九十六步欲为方　问得几何,今有圆田，周三百九十六步，欲为方，问得几何？ ,这句话的现代汉语翻译是：“现在有一块圆形的田地，周长三百九十六步，想要改成方形的，问面积是多少？”
